許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"內衛藥製字第012742號","菸鹼醯胺錠","NICOTINAMIDE TABLETS ""CBC""","圓形","","白","","直線","9","cBc","","https://mcp.fda.gov.tw/insert/shapeImg/0701f0b2-adfe-480e-9d14-53c13b2ed7ba_img_1?c=o"
"內衛藥製字第012914號","""強生"" 大安源錠５公絲","DIAPINE TABLETS 5MG ""JOHNSON""","圓形","","紫","","無","7.2","5","","https://mcp.fda.gov.tw/insert/shapeImg/4dc8f83b-0c2a-47f8-a6d8-bd377fd880be?c=o"
"內衛藥製字第012916號","“強生”美克利靜錠２５毫克","MECLIZINE HCL TABLETS 25MG ""JOHNSON""","五邊形","","白","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/6fbc4cbb-3513-437b-8e72-9a66d3aa8643?c=o"
"內衛藥製字第013093號","力克能片","DEXAMETHASONE TABLETS ""SENTAI""","圓形","","黃","","直線","7","STP 102","","https://mcp.fda.gov.tw/insert/shapeImg/9e083cbb-f75f-426c-b1fc-a55c3b3e5bfc?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/bd2687fe-ff4e-4f55-a788-bb0a5c6665ac_img_1?c=o"
"內衛藥製字第013404號","""井田""保您免痛錠","PREDNISOLONE TABLETS ""CHINTENG""","圓形","","白","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/a5bdc4ef-34df-4f2d-a2dc-5337f705404e?c=o"
"內衛藥製字第013419號","""應元"" 苯巴比特魯錠","PHENOBARBITAL TABLETS ""Y.Y.""","圓形","","粉","","無","6","H T","088","https://mcp.fda.gov.tw/insert/shapeImg/a1161e74-e46e-4052-98f6-b7543bec99ad_img_1?c=o"
"內衛藥製字第013550號","克暈錠","TRIMIN TABLETS ""SWISS""","圓形","","白","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/cc93c9b8-559d-4f8f-b82b-497112ca200b?c=o"
"內衛藥製字第013753號","〝約克〞普利爽錠","PRESON TABLETS ""Y.K.""","圓形","","黃","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/3f7195be-4292-413b-8204-601d8b0d3bf1?c=o"
"內衛藥製字第013816號","""明通"" 辣椒酊","TINCTURA CAPSICI ""MIN TONG""","液劑(包含糖漿用粉劑)","","橘","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/a7ca4da5-cc88-4241-acc0-8b33435509d2?c=o"
"內衛藥製字第013906號","痛風寧片","TONFONRIN TABLETS ""SWISS""","圓形","","黃","","無","7","SWISS","","https://mcp.fda.gov.tw/insert/shapeImg/78086d67-54c0-4051-a593-cd6151b02fc3?c=o"
"內衛藥製字第013913號","""瑞士""鹽酸四環黴素膠囊250毫克","TETRACYCLINE HCL CAPSULES 250MG ""SWISS""","膠囊","","綠;;;綠","","無","20","T02","","https://mcp.fda.gov.tw/insert/shapeImg/b975c042-e4bd-491f-b9cf-284e7f97b0b0?c=o"
"內衛藥製字第014141號","""約克""口樂淨含片","COLOTIN TROCHES ""Y.K.""","圓形","","黃","","無","17","NW","5202","https://mcp.fda.gov.tw/insert/shapeImg/96e40da7-8ba5-4131-aa3d-fe7d9a2f79c9?c=o"
"內衛藥製字第014145號","""井田"" 利普眠膠囊","LIBMIN","膠囊","","黑;;;綠","","無","14","CTP S04","","https://mcp.fda.gov.tw/insert/shapeImg/c36c14bd-81ca-4db3-9a18-b8810c89affb_img_1?c=o"
"內衛藥製字第014268號","""瑞士""甲基睪丸素膠囊","METHYL TESTOSTERONE CAPSULES ""SWISS""","膠囊","","紅;;;白","","無","20","SWISS","","https://mcp.fda.gov.tw/insert/shapeImg/8f2bd0d3-6c18-4d1f-bcb4-70ca4fabd8f1?c=o"
"內衛藥製字第014296號","""瑞士""特體松片","DEXAMETHASONE ""SWISS""","五邊形","","黃","","直線","5","SWISS","","https://mcp.fda.gov.tw/insert/shapeImg/b4a1a6a3-f187-41e0-80bf-327bec1a6c78?c=o"
"內衛藥製字第014318號","培元－５０糖衣片","BOGEN-50 S.C. TABLETS","圓形","","黃","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/cfb40fd9-d5de-4bf4-9ee9-9ce625e288c2?c=o"
"內衛藥製字第014321號","肌絡舒片","REZOXIN TABLETS","圓形","","橘","","直線","9","SWISS SWISS","","https://mcp.fda.gov.tw/insert/shapeImg/8e1eaad8-bf76-43d2-8dac-0553059d396e?c=o"
"內衛藥製字第015066號","""強生""喘息寧錠","ASNIN TABLETS ""JOHNSON""","圓形","","白","","直線","9.5","JCP D9","","https://mcp.fda.gov.tw/insert/shapeImg/4781aa7a-f987-4a68-b984-63de089039a7?c=o"
"內衛藥製字第015101號","""井田"" 過敏當錠","KOVIN TONG TABLETS","圓形","","黃","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/dc44aff2-0824-43ef-a358-ba883dfaaf24?c=o"
"內衛藥製字第015235號","保你爽朗片","PREDNISOLONE TABLETS ""CHUNG MEI""","圓形","","粉","","無","8","M","","https://mcp.fda.gov.tw/insert/shapeImg/f1fa4b4b-c527-4b2d-9351-b13cea8fdf6d_img_1?c=o"
"內衛藥製字第015312號","""老虎牙子""雙蔘口服液","Double Extra oral liquid ""Laohu yatzi""","液劑(包含糖漿用粉劑)","","棕","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/8727912e-a829-4f3d-a102-99c234f01354_img_1?c=o"
"內衛藥製字第015685號","應得幸膠囊","INDERSHIN CAPSULES","膠囊","","藍綠;;;白","","無","14","CTP N03","","https://mcp.fda.gov.tw/insert/shapeImg/53790bd6-c77e-4081-abf5-ee505b37cbc9?c=o"
"內衛藥製字第016157號","意敏膜衣錠","IMINE F.C. TABLETS","圓形","","橘","","直線","7","CTP D17","","https://mcp.fda.gov.tw/insert/shapeImg/f7d1eeec-b111-497a-937e-ff3bbe5e4ddf?c=o"
"內衛藥製字第016332號","陸眠兒錠","RUMIL TABLETS","圓形","","黃","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/fa95ad01-51c0-4f05-95eb-e46eaf9baf0f_img_1?c=o"
"內衛藥製字第016499號","卡拿隆錠","CANALON TABLETS","四邊形","","粉","","直線","6.0","SPC","","https://mcp.fda.gov.tw/insert/shapeImg/17a424c1-dd92-4956-adab-dd729f3cf5b3?c=o"
"內衛藥製字第016644號","""井田"" 使利行膜衣錠","SURISHIA F.C. TABLETS ""CHINTENG""","圓形","","棕","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/43d251a7-4513-49ae-a07f-8719fb7177cb?c=o"
"內衛藥製字第016648號","""井田""克隆來泰錠","COLONRAITAI TABLETS","圓形","","藍","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/60138496-8cd4-45d6-bf96-6bb316c8194c?c=o"
"內衛藥製字第016650號","""井田"" 鹽酸消旋甲基麻黃鹼錠","DL-Methylephedrine HCL Tablets ""Chinteng""","圓形","","白","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/86e63529-4737-4bb4-bcbb-fc222bb9d752?c=o"
"內衛藥製字第016652號",""" 井田 ""次碳酸鉍錠","BISMUTH SUBCARBONATE TABLETS ""Chinteng""","圓形","","白","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/ec0b8b93-e2b7-44bc-85d8-b1098bc3573e?c=o"
"內衛藥製字第016782號","""井田""癒創木酚甘油酯錠","GLYCERYL GUAIACOLATE TABLETS","圓形","","白","","直線","8","G","","https://mcp.fda.gov.tw/insert/shapeImg/793381b2-bf4f-447a-b736-612a705a3902_img_1?c=o"
"內衛藥製字第016799號","""井田""維他命Ｋ１錠","VITAMIN K1 TABLETS","圓形","","粉","","直線","7","","","https://mcp.fda.gov.tw/insert/shapeImg/ff30d3c3-3c0a-4070-b130-a34a15ea4feb_img_1?c=o"
"內衛藥製字第016803號","暈騰膠囊","WINTEN CAPSULES","膠囊","","紅;;;黃","","無","16","","","https://mcp.fda.gov.tw/insert/shapeImg/3f9508c2-5fae-48d1-9905-cc316a7db251?c=o"
"內衛藥製字第016929號","""井田""杏杏便膜衣錠","SHINSHINPEN F.C. TABLETS ""CHINTENG""","圓形","","綠","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/a460900d-64c6-4188-8388-b5e73873d6a6_img_1?c=o"
"衛部成製字第017220號","""國品""75%酒精殺菌乾洗手液","75% Ethanol Disinfection Solution ""G.P.""","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/1a3eba06-f949-4a67-8de2-82acb7f87ea3?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/4b5659a2-79d1-4fad-ae9e-f0f6f44de817?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/6824e7f9-6dc1-43d2-a73d-cef77a7d17c7?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e8836745-9d45-42a0-a7ae-f4ce2dd77c32?c=o"
"衛部成製字第017226號","如意浣腸液","Zoin Enema","液劑(包含糖漿用粉劑)","","透明;;;透明","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/46db710b-358d-4920-9f7a-6cd7adaeff39?c=o"
"衛部成製字第017227號","護盾液75%酒精液","Shield protection 75% alcohol hand sanitizer","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/5a345644-d7a9-4ece-91df-9df1ff0d5d63?c=o"
"衛部成製字第017228號","寶馬生漱口水","Parmason gargle solution","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/e12e0ddb-7dfa-4f9b-9eef-e45d3eaa41f6?c=o"
"衛部成輸字第001002號","安炎寧口內炎漱劑","Perioxidin Mouthwash","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/7db9f8f7-a382-411a-84fe-5535a6238184?c=o"
"衛部罕菌疫輸字第000022號","安來舒凍晶注射劑200單位","ELELYSO lyophilized powder for injection 200 units","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/a1ee8447-6d5a-472a-81d3-ed0ad8f1b39e?c=o"
"衛部罕菌疫輸字第000031號","磷平 20毫克注射液","CRYSVITA 20mg solution for injection","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/4171574a-dcff-4563-9c1c-ffca1a44a1ae?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/64fde80b-7725-4015-b80f-bc2d5daab114?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/b489262c-d3ee-44ea-8ddd-7c173dc3bffb?c=o"
"衛部罕藥製字第000014號","芬必提500毫克錠","Phenbuty 500mg Tablets","橢圓形","","白","","無","16.7","S 500","","https://mcp.fda.gov.tw/insert/shapeImg/a03a60e2-08ce-407c-9aa4-a00542847f73?c=o"
"衛部罕藥製字第000019號","解銅 膠囊300毫克","MetaCu Capsules 300mg","膠囊","","白;;;白","","無","19.0","","","https://mcp.fda.gov.tw/insert/shapeImg/bd8fe6bb-f9e3-4769-9133-4ae7804dc3d0?c=o"
"衛部罕藥輸字第000028號","澤維可膠囊100毫克","ZAVESCA hard capsule 100mg","膠囊","","白;;;白","","無","14","OGT 918","100","https://mcp.fda.gov.tw/insert/shapeImg/b8f0ee49-4b4a-4caa-9ed5-d4ad496d2a4d?c=o"
"衛部罕藥輸字第000034號","傲朴舒膜衣錠10毫克","Opsumit film-coated tablets 10mg","圓形","","白","","無","5","10","","https://mcp.fda.gov.tw/insert/shapeImg/554fdf81-2d6a-4081-913c-baa260ac9dd6?c=o"
"衛部罕藥輸字第000038號","歐博捷膜衣錠14毫克","AUBAGIO film coated tablet 14 mg","五邊形","","藍","","無","7","14","","https://mcp.fda.gov.tw/insert/shapeImg/edd56450-37b8-4dab-b446-2a56dd1293e7?c=o"
"衛部罕藥輸字第000039號","泰福德膠囊120毫克","Tecfidera 120mg Gastro-resistant Hard Capsule","膠囊","","藍綠;;;白","","無","21","","BG 12 120 mg","https://mcp.fda.gov.tw/insert/shapeImg/a10e2c96-5bea-4023-ae45-910d406c6d19?c=o"
"衛部罕藥輸字第000040號","泰福德膠囊240毫克","Tecfidera 240mg Gastro-resistant Hard Capsule","膠囊","","藍綠;;;藍綠","","無","21","","BG 12 240 mg","https://mcp.fda.gov.tw/insert/shapeImg/d6108df8-1bf8-4709-94e8-a9cd92a2f027?c=o"
"衛部罕藥輸字第000041號","酷方® 100毫克","Kuvan® soluble tablet 100mg","圓形","","黃","","無","9.5","177","","https://mcp.fda.gov.tw/insert/shapeImg/5828ff8e-ad64-4431-8148-9b9bc87b4817_img_1?c=o"
"衛部罕藥輸字第000042號","高雪嘉膠囊84毫克","Cerdelga capsules 84mg","膠囊","","藍綠;;;白","","無","17","","GZ02","https://mcp.fda.gov.tw/insert/shapeImg/163ce5ce-13db-4a27-a7c6-f678a1938d89?c=o"
"衛部罕藥輸字第000047號","尚達利膜衣錠600微克","UPTRAVI film-coated tablets 600 mcg","圓形","","紫","","無","7","6","","https://mcp.fda.gov.tw/insert/shapeImg/763818f4-62be-4ca7-89d7-c82d35fd67fc?c=o"
"衛部罕藥輸字第000048號","尚達利膜衣錠800微克","UPTRAVI film-coated tablets 800 mcg","圓形","","綠","","無","7","8","","https://mcp.fda.gov.tw/insert/shapeImg/49cffa7b-e79a-4484-b2ae-962fe89d930a?c=o"
"衛部罕藥輸字第000054號","酷立酸 膠囊250毫克","Cholbam 250mg","膠囊","","白;;;白","","無","22","250mg","ASK002","https://mcp.fda.gov.tw/insert/shapeImg/29a7d187-117b-472a-87b4-48ab26402eb4?c=o"
"衛部罕藥輸字第000055號","酷立酸 膠囊50毫克","Cholbam 50mg","膠囊","","紅;;;紅","","無","19","50mg","ASK001","https://mcp.fda.gov.tw/insert/shapeImg/6c241c50-c5f4-4bdb-a8f7-f8bc9d426a2e?c=o"
"衛部罕藥輸字第000056號","卡顧安素可溶錠200毫克","Carbaglu dispersible tablets 200 mg","四邊形","","白","","直線","18","","","https://mcp.fda.gov.tw/insert/shapeImg/bfd83c3c-05a7-4837-b4a1-f481d8be70fb?c=o"
"衛部罕藥輸字第000058號","瑪威克錠10毫克","Mavenclad Tablets 10mg","圓形","","白","","無","8.5","C","10","https://mcp.fda.gov.tw/insert/shapeImg/1271a545-a0f0-47c9-b854-0f0bb639cd52?c=o"
"衛部罕藥輸字第000064號","美芬太2毫克膜衣錠","Mayzent 2mg film coated tablets","圓形","","黃","","無","6.1","II","","https://mcp.fda.gov.tw/insert/shapeImg/721bb0e4-22e5-4cc7-b504-5708fce4efce?c=o"
"衛部罕藥輸字第000065號","美芬太0.25毫克膜衣錠","Mayzent 0.25 mg film coated tablets","圓形","","粉","","無","6.1","T","","https://mcp.fda.gov.tw/insert/shapeImg/fcca1d3d-38f4-489a-ae94-a7c9ea544a54?c=o"
"衛部罕藥輸字第000067號","戴克癲 膠囊250毫克","Diacomit Hard Capsules 250mg","膠囊","","粉;;;粉","","無","17.8","Diacomit","250mg","https://mcp.fda.gov.tw/insert/shapeImg/512b314f-1e19-437b-8c92-a849531d2f05?c=o"
"衛部罕藥輸字第000092號","萊舒淨錠500毫克","Lysodren 500 mg tablets","圓形","","白","","直線","13","BL L1","","https://mcp.fda.gov.tw/insert/shapeImg/8581fbfe-1d84-4168-a4aa-eb3382b9109e?c=o"
"衛部罕藥輸字第000095號","瑞維安口服液","RAVICTI Oral Liquid","液劑(包含糖漿用粉劑)","","透明","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/a8c33cd1-fa69-4b89-b4bd-a4cb576ab542?c=o"
"衛部罕藥輸字第000100號","安血凝膠囊0.5毫克","Anagre Cap. 0.5mg","橢圓形","","白","","無","","YH ANG","","https://mcp.fda.gov.tw/insert/shapeImg/f7b68f43-d02a-47f7-b52c-69ede31c3577?c=o"
"衛部菌疫輸字第001015號","舒肺樂凍晶注射劑","Nucala Powder for Solution for Injection","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/0b31cc2c-a3dc-4573-b966-f97fbd12f3c7?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/78b24a26-ace7-42eb-922b-226ba86ef514?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/adcf7ee9-de40-4a3d-9543-9eec09f6238b?c=o"
"衛部菌疫輸字第001074號","阿克立舌下錠12 SQ-HDM","Acarizax 12 SQ-HDM Oral Lyophilisate","圓形","","白","","無","13","","","https://mcp.fda.gov.tw/insert/shapeImg/8829e32e-1e0c-4735-b4fe-2936eab5277a?c=o"
"衛部菌疫輸字第001089號","癌吉清凍晶注射劑440毫克","Ogivri 440 mg","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/7b95eb1b-c8a1-4a7f-9b39-038eda592578?c=o"
"衛部菌疫輸字第001108號","福富血注射劑","Fulphila","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/0e25ce24-a9f1-4003-91d2-cf62d3bd6aea?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/847b316b-7601-485f-8143-1ad4925781a4?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/8ca4a5a7-5f27-4ccf-a100-994ccc8d8cea?c=o"
"衛部菌疫輸字第001136號","曲斯若凍晶注射劑440毫克","Trazimera Powder for Concentrate for Solution for infusion 440 mg","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/9538d815-b98c-4bd8-8bb8-fdad66d65164?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/bbbb2b55-86ca-4333-9342-0eee7030daa8?c=o"
"衛部菌疫輸字第001144號","舒肺樂注射劑100毫克/毫升","Nucala Solution for Injection 100mg/mL","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/00dfb781-e92e-44fc-8127-81cef2ce5083?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/0585a65b-4280-4fbe-8afc-b677c1bf6ed7?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/39c7702b-c10c-40ce-8f7a-1cfb3d158eed?c=o"
"衛部菌疫輸字第001150號","必思諾B型腦膜炎雙球菌疫苗","Bexsero Meningococcal Group B Vaccine","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/c14d75e2-ce93-44e5-9e56-da8931bd76d3?c=o"
"衛部菌疫輸字第001169號","瑞倍適錠3毫克","Rybelsus Tablets 3mg","橢圓形","","白","","無","13","novo","3","https://mcp.fda.gov.tw/insert/shapeImg/75694e71-7cc1-4cac-94c4-3ec0868608a5?c=o"
"衛部菌疫輸字第001170號","瑞倍適錠7毫克","Rybelsus Tablets 7mg","橢圓形","","白","","無","13","novo","7","https://mcp.fda.gov.tw/insert/shapeImg/9e7c4d7a-bdfe-4cc9-acc5-0dbf412709b2?c=o"
"衛部菌疫輸字第001171號","瑞倍適錠14毫克","Rybelsus Tablets 14mg","橢圓形","","白","","無","13","novo","14","https://mcp.fda.gov.tw/insert/shapeImg/b46be59b-e0db-4201-b856-28eea57a4b9c?c=o"
"衛部菌疫輸字第001185號","艾麥思注射劑","Alymsys concentrate for solution for Infusion","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/4c2f3c1e-aa72-4178-9d7c-0b919565ad77?c=o"
"衛部藥製字第058025號","特莫斯膠囊20毫克","Tamos Capsules 20mg","膠囊","","黃;;;白","","無","19","LP","605","https://mcp.fda.gov.tw/insert/shapeImg/3c27e0e4-4e35-46fc-af8c-7cf609863641_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/b5b846ea-5119-42b8-a565-cf6e522c3a80?c=o"
"衛部藥製字第058027號","痛諾伏腸溶微粒膠囊10毫克","Painoff Enteric - Microencapsulated Capsule 10mg","膠囊","","藍;;;藍","","無","16","SW KEE","","https://mcp.fda.gov.tw/insert/shapeImg/4d12b086-0a99-4c95-866a-6b9ad72442e5?c=o"
"衛部藥製字第058030號","""元宙""肌舒達錠","Execela Tablets ""Y.C.""","橢圓形","","白","","直線","15","411","","https://mcp.fda.gov.tw/insert/shapeImg/f8f305b2-eccb-463a-9bcb-dc7fbfd980ab_img_1?c=o"
"衛部藥製字第058038號","景普舒膜衣錠5毫克","Zaprinse F.C. Tablets 5mg (Olanzapine)","圓形","","白","","無","","SK 220","","https://mcp.fda.gov.tw/insert/shapeImg/f7946430-56af-423c-98dc-13f9745bd8d5?c=o"
"衛部藥製字第058046號","""信東""停菸戒菸薄荷片口含錠2毫克","Smokquit Mint Lozenges 2mg","圓形","","白","","無","16","ST 052","","https://mcp.fda.gov.tw/insert/shapeImg/95b595cc-3287-4a6f-b6be-7a8bd6332c0c?c=o"
"衛部藥製字第058047號","""信東""停菸戒菸薄荷片口含錠4毫克","Smokquit Mint Lozenges 4mg","圓形","","白","","無","16","ST 054","","https://mcp.fda.gov.tw/insert/shapeImg/c59fe52c-33f5-4224-8f30-68f6d4c9f178?c=o"
"衛部藥製字第058051號","百痛寧錠","Bytonlin Tablets","橢圓形","","白","","直線","17.0","SONG YU","","https://mcp.fda.gov.tw/insert/shapeImg/056d8f6f-ebb5-4948-945a-185b94138874?c=o"
"衛部藥製字第058061號","""保瑞""得原緒糖衣錠","Denset S.C. Tablets ""Bora""","圓形","","紫","","無","6","","","https://mcp.fda.gov.tw/insert/shapeImg/edf63075-23af-4762-94ed-9a85e81d09db?c=o"
"衛部藥製字第058064號","""十全""敵壓穩膜衣錠80毫克","Diyaval F.C. Tablets 80mg ""S.C.""","圓形","","橘","","直線","8","D25","","https://mcp.fda.gov.tw/insert/shapeImg/37cc2b7a-4e86-46cb-9aed-2aab64aae46e_img_1?c=o"
"衛部藥製字第058065號","多西20毫克/毫升單支注射液","Doce Injection 20mg/ml, 1ml/vial","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/ea1efcd2-3b5d-4519-8a54-d87988b58802?c=o"
"衛部藥製字第058071號","""信東""利控糖膜衣錠2/500毫克","Glimet F.C. Tablets 2/500mg","橢圓形","","白","","直線","16","ST 502","","https://mcp.fda.gov.tw/insert/shapeImg/9813abd7-be76-4ab1-be99-c0832152db97?c=o"
"衛部藥製字第058072號","穩胰敏錠500毫克","Metformin Tablet 500mg ""S.G.""","橢圓形","","白","","直線","","SG 500","","https://mcp.fda.gov.tw/insert/shapeImg/08a15ad4-a3df-4a5b-9816-73c6fb9e59c1?c=o"
"衛部藥製字第058078號","脂必妥膜衣錠2毫克","PITAVOL F.C.TABLETS 2MG","圓形","","白","","直線","7","BQ 2","","https://mcp.fda.gov.tw/insert/shapeImg/e4d006e9-190e-4fc3-b7c4-6477b6d1a4fc?c=o"
"衛部藥製字第058085號","""信東""利他穩膜衣錠160毫克","Divastan F.C. Tablets 160mg","橢圓形","","黃","","直線","14","S T","032","https://mcp.fda.gov.tw/insert/shapeImg/5d6728ea-e621-4123-94c9-ae888a5e7076?c=o"
"衛部藥製字第058091號","利甘平膜衣錠0.5毫克","Livepro F.C. Tablets 0.5mg","三角形","","白","","無","9.0","GBL","1119","https://mcp.fda.gov.tw/insert/shapeImg/3679ed6d-ebef-48c7-9ff2-2ba008b57341?c=o"
"衛部藥製字第058092號","隋醣錠100毫克","Diaset Tablets 100mg","圓形","","白","","直線","8.5","HY 09","","https://mcp.fda.gov.tw/insert/shapeImg/15fb2e30-4433-4beb-9c41-4584be6426b9?c=o"
"衛部藥製字第058097號","若可麻注射劑10毫克/毫升","Rocuron Injection 10mg/ml","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/b75879cf-67a1-4a26-9ba3-32bb247a959a?c=o"
"衛部藥製字第058101號","""元宙""睡安寧膠囊","Goodnight Capsules ""Y.C.""","膠囊","","紫;;;粉","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/5172ddf2-93ec-46ab-804e-5c9a46109555_img_1?c=o"
"衛部藥製字第058112號","樂泰達穩膜衣錠5/80毫克","Amoten F.C. Tablets 5/80mg","圓形","","黃","","無","9.5","WP","02","https://mcp.fda.gov.tw/insert/shapeImg/397fef87-dd05-45cc-ad84-a0e84b513d4d?c=o"
"衛部藥製字第058113號","""元宙""鐵達血膠囊","Ferrin Capsules ""Y.C.""","膠囊","","黑;;;紅","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/807d1ef0-059d-405c-8892-fd726f848490_img_1?c=o"
"衛部藥製字第058117號","飄沛膜衣錠1毫克","Finas F.C. Tablets 1mg","圓形","","粉","","無","7","PM 093","","https://mcp.fda.gov.tw/insert/shapeImg/2e49a359-8d16-43ba-af73-ce11ffd59ee7_img_1?c=o"
